sensor_type,device_type,timestamps,x,y,z
gyroscope,smartphone,1.68633759463603e+18,-0.5205032825,0.3776546717,0.1465037018
gyroscope,smartphone,1.686337594834649e+18,-0.298301369,0.1768723279,1.324609876
gyroscope,smartphone,1.686337595033267e+18,1.135871887,-0.9288747907,-1.068512082
gyroscope,smartphone,1.6863375952318858e+18,1.746842623,-0.7280060053,-0.8694241047
gyroscope,smartphone,1.686337595430505e+18,-1.719961643,1.090104103,0.4861680865
gyroscope,smartphone,1.6863375956291238e+18,-1.026063561,0.9748331308,0.6637938619
gyroscope,smartphone,1.686337595827741e+18,-0.4846505225,0.2793318629,1.471708059
gyroscope,smartphone,1.686337596026361e+18,0.5568293929,-1.145447016,-0.8658840656
gyroscope,smartphone,1.686337596224979e+18,1.781977177,-0.5137760043,-1.50741756
gyroscope,smartphone,1.686337596423597e+18,-0.9384480119,0.6296752095,0.005971604027
gyroscope,smartphone,1.686337596622216e+18,-0.5233088136,0.4232430458,0.5934695601
gyroscope,smartphone,1.686337596820835e+18,-0.3141364753,0.7265897393,1.693275213
gyroscope,smartphone,1.686337597019454e+18,1.014749646,-0.2669410706,-0.6598421931
gyroscope,smartphone,1.686337597218074e+18,2.193310499,0.1551626474,-0.9799330235
gyroscope,smartphone,1.686337597416693e+18,-0.4106429517,2.384642363,-0.05767210573
gyroscope,smartphone,1.686337597615312e+18,-1.617435336,0.7846204638,1.678826451
gyroscope,smartphone,1.68633759781393e+18,-0.8362780213,0.01429325715,1.3699193
gyroscope,smartphone,1.6863375980125489e+18,1.105894566,-0.9171981215,-0.8758078814
gyroscope,smartphone,1.686337598211167e+18,2.387072802,-1.255421162,-0.4991154373
gyroscope,smartphone,1.686337598409786e+18,-1.768869638,-0.473510474,-0.3016801476
gyroscope,smartphone,1.686337598608405e+18,-1.104187727,0.8439956307,-0.09447725862
gyroscope,smartphone,1.686337598807024e+18,-2.114906311,-0.129133001,0.3586666584
gyroscope,smartphone,1.686337599005643e+18,1.754662871,-1.58345902,-0.146965757
gyroscope,smartphone,1.686337599204262e+18,1.996579289,-0.7826712132,0.2767645121
gyroscope,smartphone,1.686337599402881e+18,-2.910219193,-0.4493935406,0.1217126176
gyroscope,smartphone,1.686337599601501e+18,-0.3451327085,0.06243550405,0.7554953098
gyroscope,smartphone,1.68633759980012e+18,-1.099290371,-0.7707133293,0.6546989083
gyroscope,smartphone,1.686337599998739e+18,1.354377627,-2.066936493,-0.4901817739
gyroscope,smartphone,1.6863376001973578e+18,0.6677700281,-0.2336915433,-0.7171557546
gyroscope,smartphone,1.686337600395977e+18,-1.161755562,-0.4429966807,-0.003237213474
gyroscope,smartphone,1.6863376005945958e+18,0.7624937296,0.5265996456,0.665732801
gyroscope,smartphone,1.686337600793216e+18,-1.723776698,-0.3559874892,0.3416217268
gyroscope,smartphone,1.6863376009918351e+18,0.7868106961,-1.066310287,-1.297379613
gyroscope,smartphone,1.686337601190454e+18,-0.219327867,0.5927178264,-0.2960058451
gyroscope,smartphone,1.6863376013890742e+18,-0.4544126093,0.6415266395,0.6833698153
gyroscope,smartphone,1.686337601587693e+18,0.574390769,1.148487687,0.9735659361
gyroscope,smartphone,1.6863376017863122e+18,-2.396435499,-0.3559321165,-0.6082841158
gyroscope,smartphone,1.6863376019849318e+18,-0.7191529274,-0.1654470116,-1.137761116
gyroscope,smartphone,1.686337602183551e+18,-2.550685406,2.76419878,0.2585619688
gyroscope,smartphone,1.686337602382171e+18,-0.1011064798,-0.1483816952,0.7592611313
gyroscope,smartphone,1.68633760258079e+18,0.9616128802,1.244562626,0.6049770713
gyroscope,smartphone,1.686337602779409e+18,2.467957973,-0.3688519597,-2.083631992
gyroscope,smartphone,1.686337602978029e+18,1.585772514,-0.2890478969,-0.6895362139
gyroscope,smartphone,1.686337603176648e+18,-1.833341241,-0.5122536421,0.5940330029
gyroscope,smartphone,1.686337603375268e+18,-0.4628676772,0.3248292804,1.063434005
gyroscope,smartphone,1.686337603573888e+18,-1.154489875,0.276648432,0.06947898865
gyroscope,smartphone,1.686337603772507e+18,1.513071775,-1.426813126,-0.7540456057
gyroscope,smartphone,1.686337603971127e+18,1.927600026,0.01912278309,-0.8644877076
gyroscope,smartphone,1.6863376041697472e+18,-1.619410872,-0.981716156,0.3505377471
gyroscope,smartphone,1.686337604368366e+18,-0.8666443229,0.8417260647,1.385959864
gyroscope,smartphone,1.686337604566986e+18,-2.072999477,1.256387353,0.02455299906
gyroscope,smartphone,1.686337604765606e+18,2.257807016,-1.70716238,-1.405480862
gyroscope,smartphone,1.686337604964225e+18,1.623432875,-0.0713346228,-1.076430917
gyroscope,smartphone,1.686337605162845e+18,-2.671230793,0.1550254971,0.7122215033
gyroscope,smartphone,1.686337605361465e+18,-0.03817559034,1.093539596,0.828805089
gyroscope,smartphone,1.686337605560085e+18,-1.296889424,1.955211759,0.5955065489
gyroscope,smartphone,1.686337605758705e+18,2.588777065,-1.252951741,-1.091451406
gyroscope,smartphone,1.686337605957324e+18,1.421459436,1.147349238,-0.7977899909
gyroscope,smartphone,1.6863376061559442e+18,-2.472591162,0.1398357749,0.4610203505
gyroscope,smartphone,1.6863376063545649e+18,-1.181613684,1.881619334,1.236865282
gyroscope,smartphone,1.686337606553185e+18,1.028563023,-0.8285631537,-1.00208962
gyroscope,smartphone,1.6863376067518052e+18,2.908735514,-0.9644287825,-1.371619344
gyroscope,smartphone,1.6863376069504248e+18,-1.04423511,-0.3372631371,0.1475073397
gyroscope,smartphone,1.686337607149045e+18,-2.546103001,0.7419127226,0.6234285831
gyroscope,smartphone,1.686337607347664e+18,-1.482514143,-0.08545603603,1.151363969
gyroscope,smartphone,1.686337607546284e+18,2.141314507,0.02153470367,-0.8195533752
gyroscope,smartphone,1.686337607744905e+18,3.7817173,-0.3191137016,-0.4847919643
gyroscope,smartphone,1.6863376079435238e+18,-2.877658844,-1.034649253,-0.2439776361
gyroscope,smartphone,1.686337608142144e+18,-1.344586968,0.5939102769,1.538825512
gyroscope,smartphone,1.6863376083407642e+18,-1.317398667,-0.4987857342,0.5900241733
gyroscope,smartphone,1.6863376085393838e+18,3.545455694,-2.127083063,-1.893904805
gyroscope,smartphone,1.686337608738005e+18,2.461169958,0.5902658701,-0.4844707251
gyroscope,smartphone,1.686337608936625e+18,-2.730528831,-0.8859152794,0.6153463721
gyroscope,smartphone,1.686337609135245e+18,-1.742206335,2.085387945,1.289749384
gyroscope,smartphone,1.686337609333865e+18,0.2010985762,0.3151613474,-0.2450504452
gyroscope,smartphone,1.686337609532487e+18,2.613633394,-1.378197432,-1.21672678
gyroscope,smartphone,1.686337609731107e+18,1.041236401,1.514142632,-0.4550045133
gyroscope,smartphone,1.686337609929726e+18,-1.615382314,0.2931624055,0.4125745595
gyroscope,smartphone,1.686337610128347e+18,-1.152520299,0.8918677568,0.6486299038
gyroscope,smartphone,1.686337610326967e+18,1.824011087,-0.719145,-0.4986984134
gyroscope,smartphone,1.6863376105255872e+18,2.26602459,-1.049414992,-0.7048165202
gyroscope,smartphone,1.6863376107242068e+18,-1.154178977,0.4192065895,-0.281878978
gyroscope,smartphone,1.686337610922828e+18,-2.488694668,0.8220872283,0.8969501257
gyroscope,smartphone,1.686337611121448e+18,-1.471437097,0.9367938042,1.090490818
gyroscope,smartphone,1.686337611320069e+18,2.039046764,-2.077223539,-1.469262362
gyroscope,smartphone,1.686337611518689e+18,3.349390984,1.265865088,-2.513336658
gyroscope,smartphone,1.68633761171731e+18,-2.099744081,-1.676188469,1.016879797
gyroscope,smartphone,1.68633761191593e+18,-1.391733766,1.445626378,1.560662627
gyroscope,smartphone,1.686337612114551e+18,-2.043720961,1.324405193,0.697508812
gyroscope,smartphone,1.686337612313171e+18,3.804586887,-1.845258117,-1.438600183
gyroscope,smartphone,1.686337612511792e+18,2.287193298,-0.7376051545,-0.696418941
gyroscope,smartphone,1.686337612710412e+18,-3.201614857,-0.5741291642,0.9408538342
gyroscope,smartphone,1.686337612909033e+18,-1.051576138,1.019212246,1.273051023
gyroscope,smartphone,1.686337613107654e+18,0.8145489693,1.298922539,-0.1697527468
gyroscope,smartphone,1.686337613306274e+18,3.898574352,-1.131959558,-1.105246067
gyroscope,smartphone,1.686337613504895e+18,2.522113085,0.3698792458,-0.8828327656
gyroscope,smartphone,1.686337613703516e+18,-2.985691071,0.5664733052,0.1903525293
gyroscope,smartphone,1.686337613902137e+18,-1.408043385,-0.4614762664,0.1237885728
gyroscope,smartphone,1.686337614100757e+18,-1.086017728,0.6142786741,0.1282313615
gyroscope,smartphone,1.686337614299378e+18,3.59656024,-1.035998583,-2.008564949
gyroscope,smartphone,1.6863376144979988e+18,0.4551666975,0.5163378716,-0.5213823318
gyroscope,smartphone,1.68633761469662e+18,-2.970006704,-0.1441883296,1.16669929
gyroscope,smartphone,1.686337614895241e+18,-1.38052547,1.191760898,0.9731329679
gyroscope,smartphone,1.686337615093861e+18,0.7668623924,-0.3481847644,0.3689652085
gyroscope,smartphone,1.6863376152924818e+18,2.469411135,-1.361540556,-1.379452348
gyroscope,smartphone,1.686337615491103e+18,0.4050513804,0.5814002752,0.4745887816
gyroscope,smartphone,1.686337615689724e+18,-2.038412809,0.401691258,0.4016247392
gyroscope,smartphone,1.686337615888345e+18,-0.8850718141,-2.077422619,1.286402583
gyroscope,smartphone,1.686337616086966e+18,4.060959816,-2.492460489,-1.69896841
gyroscope,smartphone,1.6863376162855872e+18,0.9460277557,-3.889611959,-1.801557064
gyroscope,smartphone,1.686337616484208e+18,-0.9150562882,-2.022422791,0.319093585
gyroscope,smartphone,1.6863376166828288e+18,0.3458811939,-0.231433481,0.06819479913
gyroscope,smartphone,1.68633761688145e+18,-0.002649475588,0.389542222,0.3568826318
gyroscope,smartphone,1.686337617080071e+18,0.03985471278,-0.9660260677,0.04578672722
gyroscope,smartphone,1.686337617278692e+18,-0.431229651,-0.232452482,-0.8433192372
gyroscope,smartphone,1.686337617477313e+18,-0.003751953831,-0.6452790499,-0.3871302009
gyroscope,smartphone,1.686337617675934e+18,0.3315553367,1.61165452,0.8293860555
gyroscope,smartphone,1.6863376178745551e+18,0.2427932471,-1.194621682,0.7199339867
gyroscope,smartphone,1.686337618073177e+18,-0.07601869851,-1.062904119,-0.8432972431
gyroscope,smartphone,1.686337618271799e+18,0.2391286641,-0.5214403272,-1.547539234
gyroscope,smartphone,1.68633761847042e+18,-0.5375322104,-0.2608386874,0.2883332372
gyroscope,smartphone,1.686337618669041e+18,1.33024621,2.068296194,-0.06269174814
gyroscope,smartphone,1.6863376188676628e+18,-0.05694466457,0.07722172141,0.3237877488
gyroscope,smartphone,1.686337619066284e+18,-0.7975524068,1.986282349,0.9963758588
gyroscope,smartphone,1.686337619264904e+18,0.1971311569,3.022632122,-0.8247711658
gyroscope,smartphone,1.686337619463526e+18,-2.83975482,2.586445332,0.7645946741
gyroscope,smartphone,1.686337619662147e+18,-0.3916178048,1.022021174,0.8874943852
gyroscope,smartphone,1.686337619860768e+18,-1.14381671,0.5591117144,0.6846966147
gyroscope,smartphone,1.68633762005939e+18,1.023738503,-1.191133261,-0.7157908082
gyroscope,smartphone,1.6863376202580111e+18,1.242681026,-1.105262518,-0.8098045588
gyroscope,smartphone,1.686337620456633e+18,-2.499907732,0.1009094343,-0.1654777378
gyroscope,smartphone,1.686337620655255e+18,-0.7125381827,0.4027490914,0.8212931752
gyroscope,smartphone,1.686337620853877e+18,-2.158639908,0.4510120451,1.277163506
gyroscope,smartphone,1.686337621052497e+18,-0.6340220571,-3.220154285,-1.420860648
gyroscope,smartphone,1.6863376212511188e+18,3.919000864,-0.6673377156,0.3718703985
gyroscope,smartphone,1.6863376214497408e+18,-2.954769135,-0.8827016354,0.6906118989
gyroscope,smartphone,1.686337621648362e+18,-0.5510481596,-1.915425897,0.8007084727
gyroscope,smartphone,1.686337621846984e+18,-0.7786242366,-1.983674169,0.6004814506
gyroscope,smartphone,1.6863376220456049e+18,-0.04860915616,-1.055592179,-0.9241138101
gyroscope,smartphone,1.6863376222442268e+18,0.3927736878,-0.4879877269,-1.361987352
gyroscope,smartphone,1.686337622442849e+18,0.3199367821,-0.9195332527,0.7866019607
gyroscope,smartphone,1.686337622647304e+18,-1.602977991,-1.664894462,-0.6688645482
gyroscope,smartphone,1.686337622845928e+18,2.006771088,0.6633666754,0.7400501966
gyroscope,smartphone,1.686337623044551e+18,0.04832410812,-1.165575981,0.504991591
gyroscope,smartphone,1.686337623243175e+18,-0.4439058304,0.0491774939,1.22592473
gyroscope,smartphone,1.686337623441799e+18,-0.650088191,0.6900939941,0.6193512678
gyroscope,smartphone,1.686337623640422e+18,-0.431348443,0.4020881951,0.3416233361
gyroscope,smartphone,1.686337623839046e+18,-1.60387826,1.037910104,-1.069356561
gyroscope,smartphone,1.68633762403767e+18,-0.1013387591,-0.3015320003,-0.6035155654
gyroscope,smartphone,1.686337624236293e+18,-4.367705822,-3.630977631,-1.047157884
gyroscope,smartphone,1.686337624434916e+18,-1.671735883,5.897803307,-0.8051856756
gyroscope,smartphone,1.686337624633541e+18,4.11519289,-10.37743282,-3.060528517
gyroscope,smartphone,1.686337624832165e+18,2.568003893,3.19788146,-0.8103040457
gyroscope,smartphone,1.6863376250307889e+18,-0.1749073118,-0.8804740906,0.1981836408
gyroscope,smartphone,1.686337625229413e+18,1.784874916,3.631937504,-0.4568833113
gyroscope,smartphone,1.6863376254280369e+18,0.3672159612,-0.3996865153,0.08787303418
gyroscope,smartphone,1.68633762562666e+18,0.2358877659,0.399089098,0.06229110062
gyroscope,smartphone,1.686337625825283e+18,0.226098448,-0.174506709,0.08949837834
gyroscope,smartphone,1.686337626023907e+18,-0.2533214092,-0.1057581306,0.5809957981
gyroscope,smartphone,1.686337626222531e+18,-1.210104942,0.8573976159,0.9000183344
gyroscope,smartphone,1.686337626421155e+18,-2.144762039,1.92000711,2.233494043
gyroscope,smartphone,1.686337626619779e+18,3.579902411,1.782441735,3.309066296
gyroscope,smartphone,1.686337626818402e+18,-0.1218535453,-0.3625504375,0.08970289677
gyroscope,smartphone,1.686337627017026e+18,0.4200244248,-2.356930017,0.1699094176
gyroscope,smartphone,1.68633762721565e+18,1.339041471,-2.137443542,1.225510716
gyroscope,smartphone,1.686337627414274e+18,0.4317960739,-0.4622928798,0.1464981288
gyroscope,smartphone,1.686337627612898e+18,-1.926364899,2.224536896,-1.856469989
gyroscope,smartphone,1.686337627811522e+18,-3.491710186,-0.140680328,-0.0250672102
gyroscope,smartphone,1.6863376280101458e+18,0.09799640626,-1.789220333,0.6659174562
gyroscope,smartphone,1.68633762820877e+18,4.123697758,0.6352213025,-0.2162761539
gyroscope,smartphone,1.686337628407394e+18,0.4143601656,-2.300629854,0.9293816686
gyroscope,smartphone,1.686337628606018e+18,-2.777681828,1.242717266,-2.25846982
gyroscope,smartphone,1.686337628804642e+18,-0.8390848637,0.7399758697,-0.2250156403
gyroscope,smartphone,1.686337629003266e+18,1.90820086,-0.7350795269,0.2733113468
gyroscope,smartphone,1.68633762920189e+18,2.254814863,-2.544819593,1.825361133
gyroscope,smartphone,1.6863376294005138e+18,-2.638813019,3.145162344,-1.642982244
gyroscope,smartphone,1.686337629599138e+18,-3.424386263,-0.3136922419,-0.2009147555
gyroscope,smartphone,1.686337629797761e+18,2.282540798,1.042588234,1.023647547
gyroscope,smartphone,1.686337629996386e+18,1.493808746,-2.278632402,1.209511161
gyroscope,smartphone,1.686337630195009e+18,-0.05175126344,2.237724781,-0.5984658003
gyroscope,smartphone,1.686337630393634e+18,-2.86988616,-1.36499393,-1.007760763
gyroscope,smartphone,1.686337630592257e+18,0.1159406826,-0.4467094243,0.3234625161
gyroscope,smartphone,1.686337630790883e+18,4.41699791,2.150738478,-0.02143927291
gyroscope,smartphone,1.686337630989506e+18,0.7258630991,-2.054494143,0.1309336573
gyroscope,smartphone,1.686337631188131e+18,-1.138199568,2.596537352,-2.703808069
gyroscope,smartphone,1.686337631386755e+18,-3.140683651,-1.958663225,-0.4052151144
gyroscope,smartphone,1.6863376315853788e+18,1.775158167,0.6504507661,0.4082452357
gyroscope,smartphone,1.686337631784003e+18,1.990971565,0.3758178949,1.414842725
gyroscope,smartphone,1.686337631982628e+18,-0.1136660054,0.4261493981,-0.1759819984
gyroscope,smartphone,1.686337632181252e+18,-2.740581036,-0.3456201851,-2.714856863
gyroscope,smartphone,1.6863376323798758e+18,-0.9064881802,-0.6961244345,-0.3984812498
gyroscope,smartphone,1.6863376325785009e+18,1.563508868,-1.484450698,0.9503170848
gyroscope,smartphone,1.6863376327771249e+18,2.160859346,0.2091618329,2.468840361
gyroscope,smartphone,1.686337632975749e+18,0.5103320479,1.63909781,-1.125367761
gyroscope,smartphone,1.6863376331743729e+18,-1.431460738,-1.946556568,-1.448074937
gyroscope,smartphone,1.686337633372998e+18,-0.5752140284,0.3335200548,-0.2388709784
gyroscope,smartphone,1.686337633571622e+18,1.57273376,-0.7724339366,0.6736472845
gyroscope,smartphone,1.686337633770246e+18,2.803889036,1.22709465,1.983682632
gyroscope,smartphone,1.6863376339688712e+18,-0.09367511421,1.210829139,-0.8571305275
gyroscope,smartphone,1.686337634167495e+18,-2.724930525,-0.6160094738,-1.619595289
gyroscope,smartphone,1.686337634366119e+18,-0.8592280746,0.1604128033,-0.6096073985
gyroscope,smartphone,1.686337634564744e+18,1.315628529,-1.142706513,0.4595806897
gyroscope,smartphone,1.686337634763368e+18,1.798879027,-0.4858824015,2.657068014
gyroscope,smartphone,1.686337634961992e+18,0.02710193582,1.199986339,-0.7300066352
gyroscope,smartphone,1.6863376351606172e+18,-2.311633587,-0.6105248928,-2.790602207
gyroscope,smartphone,1.686337635359241e+18,-0.3754473329,0.5506264567,-0.2276704013
gyroscope,smartphone,1.686337635557865e+18,-0.6529507637,0.1843648404,0.890044868
gyroscope,smartphone,1.68633763575649e+18,2.898529768,0.4504992664,2.39299798
gyroscope,smartphone,1.686337635955115e+18,-0.5294731855,1.593193889,-0.8117245436
gyroscope,smartphone,1.686337636153739e+18,-2.003949881,-1.271476388,-1.788867831
gyroscope,smartphone,1.686337636352363e+18,-1.653498173,-0.9817422628,-0.2921124101
gyroscope,smartphone,1.686337636550988e+18,-0.1744696051,0.2812517285,0.4978784621
gyroscope,smartphone,1.686337636749612e+18,2.799359083,-0.5627800822,1.502523422
gyroscope,smartphone,1.686337636948236e+18,-0.6359801888,3.089133024,-0.5419794917
gyroscope,smartphone,1.686337637146861e+18,-2.487834215,-0.269582212,-1.900482535
gyroscope,smartphone,1.686337637345485e+18,-0.006244841497,-0.8673775792,0.4888712466
gyroscope,smartphone,1.68633763754411e+18,0.6307809949,-0.4568394423,0.2235961854
gyroscope,smartphone,1.6863376377427348e+18,3.721003771,-1.930998921,1.105579138
gyroscope,smartphone,1.68633763794136e+18,-1.289906383,2.611418486,-0.531686604
gyroscope,smartphone,1.686337638139984e+18,-2.054613352,-0.08156147599,-2.310717821
gyroscope,smartphone,1.686337638338609e+18,-1.090520144,-1.687917233,0.05208235234
gyroscope,smartphone,1.6863376385372332e+18,1.667617798,-0.9817900658,0.4590516686
gyroscope,smartphone,1.686337638735858e+18,2.732263327,-1.415353537,2.265109301
gyroscope,smartphone,1.686337638934483e+18,-0.3703520894,3.058451653,-1.633184075
gyroscope,smartphone,1.686337639133107e+18,-1.9463135,-1.197702289,-1.551098585
gyroscope,smartphone,1.686337639331732e+18,-1.736387253,-1.923548698,-0.4121345282
gyroscope,smartphone,1.686337639530356e+18,3.24998188,-1.407249928,0.7704342008
gyroscope,smartphone,1.686337639728981e+18,3.292249918,-1.25317812,2.914567471
gyroscope,smartphone,1.686337639927606e+18,-0.3901862502,1.321702719,-1.413429499
gyroscope,smartphone,1.68633764012623e+18,-1.170498848,-1.52101326,-1.179013491
gyroscope,smartphone,1.686337640324855e+18,0.291691035,0.5625344515,0.1701107621
gyroscope,smartphone,1.68633764052348e+18,1.98235333,-0.03082239069,0.7720255852
gyroscope,smartphone,1.686337640722104e+18,1.915929675,-1.321597457,3.076565981
gyroscope,smartphone,1.6863376409207288e+18,-0.7513186336,1.901431084,-2.212910652
gyroscope,smartphone,1.686337641119354e+18,-2.432319641,-1.070669413,-1.24688971
gyroscope,smartphone,1.686337641317978e+18,-0.3846601844,-0.7387052774,0.4259206951
gyroscope,smartphone,1.686337641516603e+18,3.015029669,1.74997437,0.93891716
gyroscope,smartphone,1.6863376417152282e+18,0.7370526195,-2.449775457,5.188426495
gyroscope,smartphone,1.686337641913853e+18,-0.3229285777,2.187065125,-0.3047665656
gyroscope,smartphone,1.6863376421124772e+18,-2.889114618,0.1532896012,-1.125208259
gyroscope,smartphone,1.686337642311102e+18,1.060673237,-0.4886184335,1.645430207
gyroscope,smartphone,1.686337642509727e+18,2.018880129,0.1761041582,1.263174534
gyroscope,smartphone,1.686337642708352e+18,0.449174583,-0.3892635107,0.7135130763
gyroscope,smartphone,1.686337642906976e+18,-1.887716293,0.9108678102,-3.512464523
gyroscope,smartphone,1.686337643105601e+18,-1.150547504,0.5835245252,-0.4077299833
gyroscope,smartphone,1.686337643304225e+18,-0.09053610265,0.4241111577,0.8248977661
gyroscope,smartphone,1.686337643502851e+18,3.087266207,0.8239127398,2.196217537
gyroscope,smartphone,1.686337643701476e+18,-0.5278919935,3.154615641,-0.8504912257
gyroscope,smartphone,1.6863376439001009e+18,-2.584460974,-1.889889836,-2.423619747
gyroscope,smartphone,1.686337644098726e+18,0.3420933187,0.5166221261,-0.1737526357
gyroscope,smartphone,1.686337644297351e+18,4.271544456,-2.246743917,2.113605499
gyroscope,smartphone,1.686337644495976e+18,2.169862747,-0.2705823779,2.549543381
gyroscope,smartphone,1.686337644694601e+18,0.4275284708,2.890045643,-2.0183599
gyroscope,smartphone,1.686337644893226e+18,-2.592080832,-1.236290574,-2.169979095
gyroscope,smartphone,1.686337645091851e+18,0.1636244655,0.006295141764,0.2481332272
gyroscope,smartphone,1.686337645290476e+18,1.645062923,-1.965683579,0.6465402842
gyroscope,smartphone,1.686337645489101e+18,2.261124372,-0.950130403,2.490554333
gyroscope,smartphone,1.686337645687726e+18,-0.4918238521,1.671958685,-1.402933002
gyroscope,smartphone,1.6863376458863498e+18,-1.784572482,-0.2347344458,-2.564703226
