sensor_type,device_type,timestamps,x,y,z
accelerometer,smartphone,1.686337597409245e+18,-12.11206284,1.779948578,14.15830765
accelerometer,smartphone,1.686337597610346e+18,-4.422104187,2.546803894,3.363355865
accelerometer,smartphone,1.686337597811448e+18,-4.339476013,5.576054535,9.76314743
accelerometer,smartphone,1.6863375980125489e+18,-2.332449646,3.323688354,9.097481689
accelerometer,smartphone,1.686337598213651e+18,-1.120270386,1.926194458,5.231171722
accelerometer,smartphone,1.686337598414752e+18,-9.979597321,1.120719452,10.05294479
accelerometer,smartphone,1.686337598615854e+18,-5.489085388,4.531975708,4.587360535
accelerometer,smartphone,1.6863375988169551e+18,-8.801696777,7.898774414,8.428373108
accelerometer,smartphone,1.686337599018058e+18,-6.591842194,2.986589355,6.376739502
accelerometer,smartphone,1.6863375992191588e+18,-4.074826355,3.241958313,5.957012329
accelerometer,smartphone,1.6863375994202609e+18,-8.743467865,1.395547943,10.30307465
accelerometer,smartphone,1.686337599621362e+18,-3.344345398,3.807182922,2.392175446
accelerometer,smartphone,1.686337599822465e+18,-4.40533905,7.911348267,18.29839828
accelerometer,smartphone,1.686337600023566e+18,-0.008681945801,1.151555328,6.356232147
accelerometer,smartphone,1.686337600224669e+18,-1.260528717,3.116968231,10.89195007
accelerometer,smartphone,1.68633760042577e+18,-1.447040863,3.689377899,8.310717773
accelerometer,smartphone,1.686337600626873e+18,-0.01347198486,4.733456726,6.637646942
accelerometer,smartphone,1.686337600827974e+18,3.00949173,3.77470047,11.38113281
accelerometer,smartphone,1.686337601029077e+18,1.310674438,2.254012756,6.305936737
accelerometer,smartphone,1.686337601230178e+18,-2.685715027,4.693040771,14.36218369
accelerometer,smartphone,1.6863376014312812e+18,-1.719923401,3.364104309,7.1889505
accelerometer,smartphone,1.686337601632382e+18,2.133812714,5.328768768,9.060209198
accelerometer,smartphone,1.6863376018334848e+18,-0.01152603149,0.3080593872,13.51374802
accelerometer,smartphone,1.686337602034587e+18,-0.7783813477,1.34330658,6.464457092
accelerometer,smartphone,1.686337602235689e+18,-5.120551758,-1.201251984,17.19055206
accelerometer,smartphone,1.686337602436791e+18,-1.865869904,0.9375004578,5.933062134
accelerometer,smartphone,1.686337602637894e+18,-5.819298706,8.217611389,11.80160843
accelerometer,smartphone,1.686337602838995e+18,-3.490291901,0.8761280823,2.726879425
accelerometer,smartphone,1.686337603040098e+18,-7.156767426,2.613565063,6.473288727
accelerometer,smartphone,1.6863376032412e+18,-6.289920044,1.549278259,6.641838226
accelerometer,smartphone,1.686337603442303e+18,-3.921844482,2.230661316,3.620670776
accelerometer,smartphone,1.686337603643404e+18,-10.76366684,5.957611084,16.29810791
accelerometer,smartphone,1.686337603844508e+18,-2.009421387,0.9892927551,4.107907562
accelerometer,smartphone,1.686337604045609e+18,-7.349716187,3.281027069,6.224955139
accelerometer,smartphone,1.686337604246712e+18,-6.631360016,2.528691559,6.015241241
accelerometer,smartphone,1.686337604447814e+18,-5.08986557,3.149450684,5.322631531
accelerometer,smartphone,1.686337604648917e+18,-7.493567047,5.643414459,13.99230286
accelerometer,smartphone,1.686337604850019e+18,-2.267933807,2.069147186,5.538332977
accelerometer,smartphone,1.686337605051122e+18,-12.66411484,1.572030945,11.59788208
accelerometer,smartphone,1.686337605252224e+18,-5.248685303,3.126847687,4.681814117
accelerometer,smartphone,1.6863376054533268e+18,-4.343667297,5.886059875,9.56780365
accelerometer,smartphone,1.686337605654429e+18,-4.632716217,5.130131836,10.51653076
accelerometer,smartphone,1.686337605855532e+18,-2.647095337,1.892364807,5.545368347
accelerometer,smartphone,1.686337606056634e+18,-8.53809494,1.599124603,5.412893829
accelerometer,smartphone,1.686337606257739e+18,-4.183799744,2.946622467,2.562221832
accelerometer,smartphone,1.686337606458841e+18,-5.06995697,9.942324829,13.70265518
accelerometer,smartphone,1.686337606659944e+18,-3.232527924,0.0773890686,6.362369385
accelerometer,smartphone,1.686337606861046e+18,-7.134763184,1.150058441,7.621401215
accelerometer,smartphone,1.686337607062149e+18,-4.843178558,0.8831634521,4.772675171
accelerometer,smartphone,1.686337607263252e+18,-4.263284454,3.59687027,4.250710602
accelerometer,smartphone,1.686337607464354e+18,-6.959178314,5.688321075,18.27624435
accelerometer,smartphone,1.686337607665456e+18,-2.108215942,1.775906982,4.736600189
accelerometer,smartphone,1.68633760786656e+18,-11.77601166,3.779939575,6.547534332
accelerometer,smartphone,1.686337608067662e+18,-7.42306366,3.99938324,4.954696655
accelerometer,smartphone,1.686337608268765e+18,-4.878205719,6.75844574,7.270381165
accelerometer,smartphone,1.686337608469867e+18,-5.535937958,5.032085724,13.69187759
accelerometer,smartphone,1.686337608670971e+18,-3.215912476,1.922901306,4.652325439
accelerometer,smartphone,1.686337608872073e+18,-9.44730423,0.5122348022,7.545808411
accelerometer,smartphone,1.686337609073177e+18,-3.886517944,2.789748688,3.820804596
accelerometer,smartphone,1.6863376092742802e+18,-6.617289276,7.23700058,15.33680695
accelerometer,smartphone,1.686337609475384e+18,-3.626209259,1.433868256,7.482939148
accelerometer,smartphone,1.686337609676486e+18,-4.544998627,1.647174683,6.512207794
accelerometer,smartphone,1.686337609877589e+18,-4.583618317,1.88967041,7.430697784
accelerometer,smartphone,1.686337610078691e+18,-3.642076263,3.021466827,5.130431213
accelerometer,smartphone,1.686337610279795e+18,-5.954766998,6.525679779,17.72074951
accelerometer,smartphone,1.6863376104808978e+18,-1.438508606,2.502046967,5.014422455
accelerometer,smartphone,1.6863376106820012e+18,-11.96372131,3.467988281,8.706045685
accelerometer,smartphone,1.686337610883104e+18,-3.743265839,2.384241943,6.096821594
accelerometer,smartphone,1.686337611084208e+18,-5.921985168,7.329508209,6.883286133
accelerometer,smartphone,1.68633761128531e+18,-3.272794189,4.816683655,14.54465424
accelerometer,smartphone,1.686337611486414e+18,-4.463268585,-0.9749226379,2.382146301
accelerometer,smartphone,1.686337611687517e+18,-9.021290131,1.032403107,9.768835602
accelerometer,smartphone,1.686337611888621e+18,-4.717290344,2.819536743,6.550827484
accelerometer,smartphone,1.6863376120897231e+18,-1.735640717,10.45665527,12.36054611
accelerometer,smartphone,1.686337612290827e+18,-3.64596817,0.8893006897,8.066425781
accelerometer,smartphone,1.68633761249193e+18,-6.681954803,1.397793274,5.111570435
accelerometer,smartphone,1.686337612693034e+18,-8.009693756,1.678908691,7.78695694
accelerometer,smartphone,1.6863376128941368e+18,-3.640878754,1.446442108,9.306447144
accelerometer,smartphone,1.686337613095241e+18,2.565065918,5.733227692,15.565681
accelerometer,smartphone,1.686337613296343e+18,-3.398682404,0.7057823181,5.595663757
accelerometer,smartphone,1.686337613497448e+18,-7.411088562,2.337988129,6.953939209
accelerometer,smartphone,1.68633761369855e+18,-5.120851135,1.670077057,3.219654694
accelerometer,smartphone,1.6863376138996552e+18,-6.395749969,1.502276001,8.928632812
accelerometer,smartphone,1.686337614100757e+18,-4.599784698,6.47179184,19.49336334
accelerometer,smartphone,1.686337614301862e+18,-2.592159576,-0.6045927429,3.953428802
accelerometer,smartphone,1.686337614502964e+18,-7.74833725,2.859054565,5.745202789
accelerometer,smartphone,1.6863376147040689e+18,-4.512815552,1.039139099,6.333479462
accelerometer,smartphone,1.686337614905173e+18,-6.690187683,3.119812317,7.617808685
accelerometer,smartphone,1.686337615106276e+18,-6.372099152,5.167853394,15.11137573
accelerometer,smartphone,1.686337615307379e+18,-1.286125488,1.681902466,4.787494354
accelerometer,smartphone,1.6863376155084828e+18,-12.46368164,1.071022797,7.981252899
accelerometer,smartphone,1.686337615709586e+18,-4.549489288,2.275418243,6.245013428
accelerometer,smartphone,1.686337615910691e+18,1.437011719,9.32440979,15.43784683
accelerometer,smartphone,1.686337616111794e+18,1.685494995,1.577120361,8.279881897
accelerometer,smartphone,1.686337616312898e+18,-1.625320129,2.941682739,6.541546783
accelerometer,smartphone,1.686337616514001e+18,2.903212738,7.37501358,7.434589691
accelerometer,smartphone,1.686337616715106e+18,0.5213658142,5.836961975,2.121089172
accelerometer,smartphone,1.686337616916209e+18,4.706512756,13.22454941,3.21890625
accelerometer,smartphone,1.686337617117313e+18,2.506537628,6.356232147,-1.165626068
accelerometer,smartphone,1.686337617318416e+18,2.476450195,10.7070845,1.120869141
accelerometer,smartphone,1.686337617519521e+18,-0.4456233215,10.14395554,0.9782157898
accelerometer,smartphone,1.686337617720624e+18,0.8210426331,6.254294128,4.252506866
accelerometer,smartphone,1.686337617921729e+18,10.75064392,10.15952316,0.9190887451
accelerometer,smartphone,1.686337618122832e+18,3.908222809,6.057303772,1.17355957
accelerometer,smartphone,1.6863376183239378e+18,0.6725514221,11.27410538,-0.5108876038
accelerometer,smartphone,1.6863376185250412e+18,5.001399536,8.12270874,3.065625
accelerometer,smartphone,1.686337618726146e+18,2.190544739,5.18117569,2.354304199
accelerometer,smartphone,1.686337618927249e+18,3.472329254,15.4342543,3.09256897
accelerometer,smartphone,1.686337619128354e+18,1.264121246,4.143383789,-1.352886658
accelerometer,smartphone,1.686337619329456e+18,0.4992118835,4.710254974,9.100176086
accelerometer,smartphone,1.686337619530561e+18,-4.583318939,3.75359436,16.20964188
accelerometer,smartphone,1.686337619731664e+18,-2.281555481,3.937412109,5.755681
accelerometer,smartphone,1.686337619932769e+18,-2.965782623,7.71435791,16.71544006
accelerometer,smartphone,1.686337620133873e+18,-0.8794212341,3.410058746,5.750292206
accelerometer,smartphone,1.686337620334979e+18,-6.154451752,3.861819305,7.266788635
accelerometer,smartphone,1.6863376205360812e+18,-4.483925629,1.666783905,6.509962463
accelerometer,smartphone,1.6863376207371868e+18,-8.897647247,5.847889252,9.105864258
accelerometer,smartphone,1.6863376209382902e+18,-0.8381071472,1.437460785,12.76246033
accelerometer,smartphone,1.686337621139395e+18,0.6469546509,0.7774832153,7.654482422
accelerometer,smartphone,1.686337621340499e+18,-2.567011871,1.445843353,12.34542755
accelerometer,smartphone,1.686337621541604e+18,2.607278137,1.936073914,6.988517303
accelerometer,smartphone,1.686337621742707e+18,3.012485504,-0.7450007629,14.57010132
accelerometer,smartphone,1.686337621943813e+18,5.645360413,0.8824150085,10.98595459
accelerometer,smartphone,1.686337622144916e+18,3.231480103,1.543889465,6.719975739
accelerometer,smartphone,1.686337622346022e+18,5.951324158,3.958518219,11.52094208
accelerometer,smartphone,1.686337622530614e+18,-3.210823059,4.822072449,6.55486908
accelerometer,smartphone,1.686337622731719e+18,-0.3724255371,-0.48559021,10.12734009
accelerometer,smartphone,1.686337622932826e+18,-1.132095795,0.9948312378,8.075107727
accelerometer,smartphone,1.686337623133932e+18,0.6447093201,-0.3619473267,8.08408905
accelerometer,smartphone,1.686337623335039e+18,3.899241486,0.1369651794,7.570207672
accelerometer,smartphone,1.686337623533663e+18,2.814597015,-3.848347321,8.947792969
accelerometer,smartphone,1.686337623732287e+18,0.7149133301,-2.04295166,7.125033417
accelerometer,smartphone,1.6863376239309102e+18,-5.612578583,-11.82271454,7.006779327
accelerometer,smartphone,1.686337624129534e+18,4.871170349,-5.346881104,1.645228729
accelerometer,smartphone,1.686337624328158e+18,3.490291901,-12.14050369,5.773344269
accelerometer,smartphone,1.6863376245267812e+18,3.314557343,3.257076874,-1.189127197
accelerometer,smartphone,1.686337624725405e+18,5.720204773,1.255289612,-0.126486969
accelerometer,smartphone,1.68633762492403e+18,-0.8381071472,-4.367617493,5.667065277
accelerometer,smartphone,1.686337625122653e+18,8.340505829,-10.96604599,0.3011737061
accelerometer,smartphone,1.686337625321277e+18,5.707181854,-6.406527557,5.347180481
accelerometer,smartphone,1.686337625519901e+18,6.374344482,-5.49357605,4.991819458
accelerometer,smartphone,1.686337625718525e+18,4.498146057,-4.69319046,6.482569427
accelerometer,smartphone,1.6863376259171482e+18,5.582940216,-6.311624908,5.259313202
accelerometer,smartphone,1.6863376261157711e+18,5.09690094,-7.319029999,5.781876526
accelerometer,smartphone,1.686337626314395e+18,1.849553833,-5.750441895,2.919528809
accelerometer,smartphone,1.6863376265130191e+18,-0.1236428833,-1.825603638,0.2775228882
accelerometer,smartphone,1.686337626711643e+18,-15.75698318,-7.248376923,-0.9608518982
accelerometer,smartphone,1.6863376269102671e+18,-8.869954834,-7.895930328,-1.012644196
accelerometer,smartphone,1.6863376271088911e+18,-4.10820694,-7.986791382,2.036664734
accelerometer,smartphone,1.686337627307515e+18,-4.202510834,-3.747906189,3.831731873
accelerometer,smartphone,1.686337627506138e+18,-5.948180695,-3.546425171,3.064577179
accelerometer,smartphone,1.686337627704762e+18,-9.846823425,-7.483986969,-0.3264710999
accelerometer,smartphone,1.686337627903386e+18,-9.643396454,-12.96004944,6.368356934
accelerometer,smartphone,1.68633762810201e+18,-2.789299622,-9.896370392,2.464325409
accelerometer,smartphone,1.686337628300634e+18,-6.480174408,1.806144104,0.9716294861
accelerometer,smartphone,1.686337628499258e+18,0.9256750488,2.352058868,8.094267883
accelerometer,smartphone,1.686337628697882e+18,-6.844217377,-7.174131317,4.990172882
accelerometer,smartphone,1.686337628896506e+18,-18.57966339,-18.95388519,3.721860352
accelerometer,smartphone,1.68633762909513e+18,-5.652096405,-5.704487457,2.870131531
accelerometer,smartphone,1.686337629293754e+18,7.525450745,7.637268219,6.16522934
accelerometer,smartphone,1.686337629492378e+18,-6.219416656,-11.93288544,-3.585942993
accelerometer,smartphone,1.686337629691002e+18,-7.167095947,-18.61109802,10.91889404
accelerometer,smartphone,1.686337629889626e+18,-1.957928467,-10.59751236,1.152154083
accelerometer,smartphone,1.6863376300882511e+18,-16.63864975,-11.76044403,6.033802643
accelerometer,smartphone,1.6863376302868751e+18,-3.6389328,-5.745202789,-0.8809181213
accelerometer,smartphone,1.686337630485499e+18,-8.389154663,-8.512049103,5.159021759
accelerometer,smartphone,1.6863376306841231e+18,-4.771178284,-13.74995682,2.628833313
accelerometer,smartphone,1.686337630882746e+18,-7.007827148,-1.379980316,4.494104462
accelerometer,smartphone,1.68633763108137e+18,-1.865420837,-3.202739868,4.077670441
accelerometer,smartphone,1.686337631279994e+18,-11.1477681,-8.862919464,1.89790329
accelerometer,smartphone,1.6863376314786191e+18,-12.88206161,-13.64218094,2.727029114
accelerometer,smartphone,1.686337631677243e+18,-6.340065765,-7.452402649,3.614683228
accelerometer,smartphone,1.6863376318758682e+18,-9.734107819,-6.395450592,3.1943573
accelerometer,smartphone,1.686337632074492e+18,-2.607727203,-5.775290222,1.106049957
accelerometer,smartphone,1.6863376322731162e+18,-6.8731073,-2.235601044,1.304237823
accelerometer,smartphone,1.686337632471741e+18,-12.82053955,-10.16670822,-1.1572435
accelerometer,smartphone,1.6863376326703652e+18,-1.039139099,-5.139412537,-0.7262896729
accelerometer,smartphone,1.686337632868989e+18,3.341052246,-6.461762695,-2.100132751
accelerometer,smartphone,1.686337633067614e+18,-4.259991302,-5.376968536,-0.1927990723
accelerometer,smartphone,1.686337633266238e+18,-5.499862976,-5.508844299,1.848206635
accelerometer,smartphone,1.6863376334648622e+18,-12.19439163,-13.55790619,-0.1739382935
accelerometer,smartphone,1.686337633663487e+18,-2.034569092,-6.177952881,2.45953537
accelerometer,smartphone,1.686337633862111e+18,-6.901997223,-4.639302521,1.531764679
accelerometer,smartphone,1.686337634060735e+18,-4.785847778,-5.800737305,0.8190966797
accelerometer,smartphone,1.68633763425936e+18,-5.572312317,-4.355492706,0.2204914856
accelerometer,smartphone,1.686337634457984e+18,-11.4993869,-13.05270676,-1.679956512
accelerometer,smartphone,1.686337634656608e+18,-2.779420166,-5.601651306,2.588417358
accelerometer,smartphone,1.686337634855232e+18,-7.283853149,-6.82281189,3.514541473
accelerometer,smartphone,1.686337635053857e+18,-8.60710144,-8.854836273,1.472787323
accelerometer,smartphone,1.686337635252481e+18,-7.276219025,-5.184768219,-0.1832189941
accelerometer,smartphone,1.686337635451106e+18,-12.84523819,-13.77495483,-2.195334778
accelerometer,smartphone,1.686337635649729e+18,-3.007396088,-5.594316559,6.082451477
accelerometer,smartphone,1.686337635848355e+18,-11.46151566,-6.040838013,4.448898468
accelerometer,smartphone,1.686337636046979e+18,-3.667223969,-5.252277832,1.517843628
accelerometer,smartphone,1.686337636245604e+18,-5.717510376,-3.452420654,1.50826355
accelerometer,smartphone,1.6863376364442278e+18,-11.80100967,-15.78737,-3.403173065
accelerometer,smartphone,1.686337636642853e+18,-3.607049103,-8.670569458,6.061495056
accelerometer,smartphone,1.6863376368414769e+18,-21.74138855,-11.43217667,11.04747665
accelerometer,smartphone,1.686337637040101e+18,-5.997128906,-6.718329163,1.930236053
accelerometer,smartphone,1.6863376372387249e+18,-5.786816254,-4.727469177,1.210832062
accelerometer,smartphone,1.686337637437351e+18,-10.97697327,-15.19101013,-2.029180298
accelerometer,smartphone,1.686337637635974e+18,-3.485950928,-5.494923248,2.75082962
accelerometer,smartphone,1.6863376378346e+18,-6.380332031,-3.419788513,5.326822815
accelerometer,smartphone,1.6863376380332242e+18,-4.579876099,-8.683442688,0.5789959717
accelerometer,smartphone,1.686337638231849e+18,-10.05878265,-4.539609833,0.5481600952
accelerometer,smartphone,1.686337638430474e+18,-14.93339584,-12.76904663,0.6614744568
accelerometer,smartphone,1.686337638629098e+18,-3.135379944,-2.999312897,1.056353302
accelerometer,smartphone,1.686337638827723e+18,-5.877826996,-3.748355255,2.823578339
accelerometer,smartphone,1.686337639026347e+18,-2.304906921,-2.690954132,2.511627045
accelerometer,smartphone,1.686337639224972e+18,-9.053622894,-5.216502228,2.126178589
accelerometer,smartphone,1.686337639423597e+18,-10.82354233,-12.93714706,-2.682122498
accelerometer,smartphone,1.686337639622221e+18,0.2409988403,-2.871179352,-3.446433105
accelerometer,smartphone,1.686337639820846e+18,7.075037384,-0.9370513916,1.672472076
accelerometer,smartphone,1.68633764001947e+18,-2.785258026,-7.851921844,-1.45557312
accelerometer,smartphone,1.686337640218095e+18,-7.418273621,-5.824986877,2.389031982
accelerometer,smartphone,1.68633764041672e+18,-8.033045197,-14.05442368,0.03143463135
accelerometer,smartphone,1.686337640615344e+18,-5.486091614,-5.529201965,1.301393738
accelerometer,smartphone,1.686337640813969e+18,-2.2348526,-1.842967529,1.232237549
accelerometer,smartphone,1.686337641012594e+18,-5.652545471,-12.4801474,-1.392554169
accelerometer,smartphone,1.6863376412112182e+18,-4.916526031,-8.257578278,2.421963501
accelerometer,smartphone,1.686337641409843e+18,-1.169667664,-13.08967987,2.171833649
accelerometer,smartphone,1.686337641608468e+18,-8.26431427,-5.021906891,-0.8318202209
accelerometer,smartphone,1.686337641807093e+18,13.09357178,3.539240112,5.421426086
accelerometer,smartphone,1.686337642005717e+18,-4.666545868,-8.715625763,-1.395847321
accelerometer,smartphone,1.686337642204341e+18,-6.279441833,-9.785750427,7.438481598
accelerometer,smartphone,1.686337642402966e+18,-3.568279724,-13.17919373,3.81451767
accelerometer,smartphone,1.686337642601592e+18,-9.701475677,-5.506000214,3.670217743
accelerometer,smartphone,1.686337642800215e+18,-7.385491791,-8.290958862,1.642384644
accelerometer,smartphone,1.686337642998841e+18,-4.575385437,-3.119512939,1.930385742
accelerometer,smartphone,1.686337643197466e+18,-16.06668915,-12.86005737,-2.797233124
accelerometer,smartphone,1.686337643396091e+18,-4.712051239,-8.465645599,8.389004974
accelerometer,smartphone,1.6863376435947151e+18,-17.47690659,-7.964936829,2.796185303
accelerometer,smartphone,1.686337643793341e+18,-9.462871857,-10.06806335,-1.449884949
accelerometer,smartphone,1.686337643991966e+18,-6.218069458,-4.077371063,0.1484912109
accelerometer,smartphone,1.686337644190591e+18,-13.11377975,-12.36967712,-2.104623413
accelerometer,smartphone,1.686337644389216e+18,-0.9380992126,-6.235583038,-5.666167145
accelerometer,smartphone,1.686337644587841e+18,-4.788691864,-2.721340942,7.173233185
accelerometer,smartphone,1.6863376447864658e+18,-8.650960236,-8.701854401,0.1598675537
accelerometer,smartphone,1.686337644985091e+18,-6.5267276,-4.604874115,2.066752167
accelerometer,smartphone,1.686337645183716e+18,-7.528594208,-14.45514038,-2.213297424
accelerometer,smartphone,1.6863376453823409e+18,-2.577041016,-7.290439453,-1.108894043
accelerometer,smartphone,1.686337645580966e+18,-0.8201445007,-5.668262787,1.749412079
accelerometer,smartphone,1.68633764577959e+18,-3.18732193,-3.107687531,2.069596252
accelerometer,smartphone,1.686337645978215e+18,-10.45605652,-4.997507629,2.111209717
accelerometer,smartphone,1.686337646176841e+18,-5.756429443,-10.86994583,-0.5260061646
accelerometer,smartphone,1.686337646375465e+18,-5.300178223,-8.706045685,2.611918488
accelerometer,smartphone,1.68633764657409e+18,-0.6959028625,-0.8922944641,6.373146973
accelerometer,smartphone,1.686337646772715e+18,-6.577621765,-2.841091919,1.172811127
accelerometer,smartphone,1.68633764697134e+18,-6.228697357,-6.160888367,2.638413391
accelerometer,smartphone,1.686337647169965e+18,-11.21378082,-12.74898834,0.1682501221
accelerometer,smartphone,1.68633764736859e+18,0.6090834045,-15.14834885,3.851191406
accelerometer,smartphone,1.6863376475672148e+18,-8.161478119,-3.489543457,2.385888519
accelerometer,smartphone,1.68633764776584e+18,11.53441406,-1.643582153,1.707050171
accelerometer,smartphone,1.6863376479644662e+18,-5.112917633,-6.280938721,0.6183641052
accelerometer,smartphone,1.686337648163091e+18,-9.75506424,-4.698279877,1.291514282
accelerometer,smartphone,1.686337648361717e+18,-6.682104492,-14.16369644,2.32257019
accelerometer,smartphone,1.686337648560342e+18,-2.076931,-3.187621307,2.36942276
